CustomerId,SalesDistrictId,BisnodeScore,CustomerImportanceId,CustomerName1,CustomerBranch
9742a0ded6fab3dff7a470f0696b0c008ab0a3f62376b371b1a5afee20edfca3,200,2,7,terrestrial-panther,Africa
5df554dd8bf1aaa5dec1372e908c8c8b87c36f69c2104a250934cb55a26750a8,200,14,7,white-puffin,Africa
89a90a1395265ef2e0d812c6c67c79a2c53159bde67cc8e14447262de977ac16,203,1,7,ebony-prawn,Africa
54197e1d4b14ec783a8a5bac9cb165005b2ec9970b361f1ee608688b103496a6,203,14,7,gorgeous-waxbill,Asia
494d482e2304f6b75b7d2c2321af0d5d279c0f090d69ef42a01a9d355d56a2ea,200,14,7,cobalt-chihuahua,South America
5da465860c77b60c79b5d30e756865b1f58c15db14bdc5ca8ef3c645e731810f,203,1,0,wakeful-cicada,Australia
4169791e17782bca85658f138f4cde9546c4313934232ed66d8f6207ce3607ff,203,1,7,cocky-monkey,Africa
a0142bc1b604135c6becd288fd0d50226b6c74bda8006951bf0f1956e0303eaa,203,14,7,vigilant-curassow,Australia
30b5bba1ad741aa4de1320b4ffa6689eff7aace2e682012364539952b1fab0a6,322,1,4,pristine-butterfly,Africa
a1c09d6f3ae4db6d7bb6239b5cfa364ea0d3e0911ede4ea751681189bb3dc87d,203,6,7,misty-impala,North America
2116886536ef441aa40e2ff4c71a3a4533c0edaf7b03eab69ba1c73a3244e42f,201,1,6,majestic-bandicoot,North America
f231cb2af995ce71c04c6eb86491207847eaaeb481a7d3fd5307dc4d254374cb,203,14,7,persimmon-cuscus,North America
85724d7fe46b37f161d7ed4719ec1ba2ec9881ce6263a2f82eafbe5381937285,200,14,7,conscious-moth,Europe
6fd6748dc299841129ba8307cc810174f67643c057365d254eef343fb9cdd4e5,201,1,0,smart-sparrow,Antarctica
06b3660c0b9ef73487fbb3bed900f83ee0d19e8a796dc0cf2cb3c03800c47c65,200,9,7,organic-kestrel,Africa
92703caf944a8e752f6027510a08de913325880736afa4892cbb3aef36862ffa,202,1,7,attractive-bullfrog,Europe
82d9f6ce11abe2effe9e182eb9fb3ec781639cdd679e1c0a995eb07e82116923,321,7,0,imperial-polecat,North America
10e924054a296793be641fe0f83f4222ed8f33b08ed0e12684403c51d903fbeb,200,2,7,hypnotic-junglefowl,Asia
48299dcfeca2709fc49459bea0b34c25ed6260f8ba57fc46a96be7cf2b229f79,200,5,7,olivine-bulldog,Antarctica
dc37241f64e348cb4ad26ced7cf137c63d9e6b91e43cf54948cfa3de7c96326a,203,1,6,convivial-rattlesnake,Asia
f029e7aaf9184f042d0732a8db4de36745b2b153e9599783c2e93d1871bd1833,200,1,7,savvy-bat,Africa
44719f84a7bcab4b8e35365e1d5903269e287a19279fc669bcb6a67b4c29ea97,203,1,7,sturdy-orangutan,North America
6a084375787a9d278027f19832f091f4892d5a98fa75cc802f10461e12f0c1c8,200,1,7,merry-ostrich,Antarctica
201b37af734f2675b1cf8e7f707ba7823e96302af885143056393ead57fb59c4,200,14,7,monumental-husky,Europe
ebf8a5da7e10333b6d8e851c2fb45cfc5d3b807cafb5a4875de640c46d0fb5c3,202,1,7,uptight-crow,Antarctica
54d807a7a7ed0b76e7f13ecd8d049f2bdd736b0519c4110befbe4ab9c8571e4e,200,14,7,uber-lemur,Antarctica
c925c3b8561e3bb90d7efa96b59d6d9ede8532edcfa56967040181587afb4c48,312,4,0,prudent-sawfish,Europe
0f7075e124ea5a9fdc74fb5b4e21a259a34b9b5148933fe854496471a773dd93,200,6,7,striped-hyena,Europe
5ceb8dc28903243496a9e32db6a5dac10f39eecb1b0d74403ef73acf42b3b761,203,2,7,adamant-stallion,Europe
be73aa9009ae7a0c54036b14f6c51ea2c2cf4fb24c79d2d1b5622f908d9cc971,201,15,6,juicy-bustard,Antarctica
c3362cd1d5eef708243bf1e58e7c256b9d33ffcac41150b9e53167be383ae5a5,200,11,7,congenial-cuckoo,South America
08bd9ca4844f220503c65526e8fc586999569903d2f6b5e403b2d564041d69e4,200,7,7,lurking-herring,Asia
e7bb748ea83711c9e8dbc37ef02cee08925b0d4c5ce1b55bd3048e0e27ac465a,605,2,8,fierce-bullfrog,Africa
a3e2c087e3f9f1e8a1239a99f96cbd55c3bcf838877ad6bddfae1c70f2b34179,401,1,0,whimsical-falcon,Australia
fda70a324302b1b3316f9f3c3b18169343b1c09195cbcb7362b71338cb5e4b7c,511,1,0,steel-pogona,South America
ef25298702450f133aaa1f833e2f8eec2ed64ab480ecf6e18127a1fabdfbcab8,201,6,0,analytic-beluga,Asia
6362dabc64170d6a8b760292de72090a0a2b2c2959bf66ceab1ea0c0b9163964,200,14,7,auburn-jaguar,Australia
9af03e9f6437853761cf05e74545bcdcde9953344a544eb3d72a7d8fcf8e3a7e,200,1,0,busy-ferret,Asia
6e1adf6bf1cab10c12088dea003719af00dc00955c46cfd0b4ae86a63d70d3ec,203,13,7,uppish-sloth,Europe
58cafbe85c8a9dba3ad9f93998dac98611a2bc217d9f2affcf6604d51ddc8ba1,203,1,7,spirited-goldfish,Antarctica
32b188a6d4725ec50f0a33cd54a55e963ec15ceae186d3dcc200e295eb9459aa,201,1,0,awesome-lorikeet,North America
e6f5f12cbf7eb46cd6f0d71a5a72f0a3241db63b9dcb4be9e9ef5dd564833ae2,201,4,0,nimble-goat,North America
7ee78db35a23c30423ed32b2b9a0b43e524b91ef787d8790d4351dd4a49ea138,200,2,7,tested-starfish,Africa
ba2d972329072c3cfcefc7e71ab05a39c7c9889f299df28252f83678b4d6f5b0,203,14,7,industrious-toucanet,Australia
b28a999c0fba9fc354e8a430237b06b6c9815df9d284fd0a3ad50546ceb0cbc5,204,3,6,puzzling-dragon,Africa
a02a7093edbc9dcb16c41f6c7a2176c5e53fc363634a73129c7e64c4ce659a65,509,3,0,amigurumi-centipede,Africa
f7f6ceab06dd5750123af6a5a6706c03d65d22fe0a98823ad27b20012601c1bd,200,1,7,unyielding-aardwolf,Antarctica
c2e30a5965fc3560878208a1cb655ed2517fc2aa69b27fb831ea143521854274,203,7,7,kind-hippo,South America
faafc765ddaf404a8bd7d6f0634b93b7bed922012dfdca3d576a5a74ebe317a2,203,14,7,fearless-griffin,Africa
0560156be210b8bdee30677aa0bb1a747b203de0e8b8f2f2b1b786586d0e8278,203,5,7,vengeful-husky,North America
077d3a4b23b236c047cb9b4fbdc63c948f731d11ca02de9e963d9910ab282826,201,4,7,mini-hippo,Asia
1e9eb37e787bf5f06939995fabe6e00e4644076f9ee48b0e3cfc119b131c3cb4,200,2,0,excellent-macaque,Australia
1bf35f36333d901bb17cb8288764be9283a6695841b86376fe8e13606d4aabea,503,14,0,smooth-monkey,Antarctica
66f75d8394db80e68cd4f10ed304fb5d31992563085cac37ce03fc9c4646b080,203,14,7,urban-porcupine,Australia
c0ab0575a66354b1838a9fb818ed65b8b90343999443f74579d0da03489b9735,203,1,7,wakeful-smilodon,Europe
db35e21d51b5a1a8739fb00e877c99d643ec4b7575e7ebe7ca1d751d16306f54,201,2,7,benevolent-ara,Asia
bb588e4d52c14d4bba01a59fbd61a92ccc1ad9ceba1ec84744992d92b508da16,516,1,5,clay-capybara,Australia
281bbf904a205081a3c6edbaad9fbf0d6372fc120e8d901ed69e8a0104649095,200,14,7,shapeless-anaconda,Australia
3e26b05270821a0ea322e5223be362e13f2810f2211d3b0b02494858e7e18228,200,1,7,sociable-corgi,Antarctica
e8d5edae60cf083bb463c42a8704be756bf49267ad0fae258d72361877cb3d6d,503,3,5,passionate-mussel,Europe
8695933b7c3dfde07ffe0f02414231b5760fad6b3912507c57b616a3496764aa,201,2,7,diligent-iguana,Australia
16a8c6e37e60c908906516da666c667015f9419c46e4808e55791be903595284,203,1,7,omniscient-fennec,Africa
902e36502de9cb8f683aced1730b2bacb9632cadd6e584c09b1531d275b9bf97,200,1,6,shiny-hippo,South America
61f01cb0621f16a509d13510adcb61de0e570c83ebf53c5a8741852c0a9ed1fc,203,4,7,sceptical-sparrow,South America
0b9d02a2ef50a8e9a2d6a5ffeb79642c0aab3e027a7ba719333e2d8901ebd129,200,1,7,organic-wolverine,North America
91045df29e35bc5c19baa7d7c60f6442ab4f8861549e21a3ab16657abdf4fc27,203,1,7,imported-auk,Africa
929ddbec537e8c0f926643ea9d00ed6a65a6c993709b1c8b7fe4001fb4191ea9,201,3,7,cerulean-orangutan,Africa
07cb12bafb24f7d265fc91ac780b6eb02ab5f86043305e57f5c6eca77b7c8736,503,1,0,beneficial-marmot,North America
74129a39ef558f79acdaf7ecf343160ccc81d0723c63e9dad2350fca763c586a,325,1,8,sapphire-guppy,Asia
c400cc985a46045c827c8f5134bc579cd103a404a62111d111924fa5144ac6c3,200,2,0,radiant-locust,Australia
bdfe6f4d712b47331ae89bd3a761e7ab9d0e239fa2814ffe8fe4a8d7222e6ef5,501,1,0,unselfish-millipede,Australia
e8a8169fd8f9d4f223a752ef41a5fcc0a161145f49004f226a8530f8c1eeccdc,203,1,7,literate-spaniel,North America
c145d8692cd6ea465c7986101d564b46616e76d48ad01f16a5d6f6c1df607983,201,4,0,ginger-mouflon,Australia
1e27c754e843dd380da596718dc895cf11f0621e2ae9c5b4f5f58ce22bc6097d,203,10,0,wine-koel,Asia
8dcbc6331a98c9d4f4fc58caeb7425b0f31f1ca1662125a61ab7bc498c8fdd20,203,6,7,micro-bittern,South America
9c68b9ea828d5f0590587f37ec6e9b12eb31f8299ed347b36ca21792ee6f1f15,201,2,0,bronze-boobook,South America
0b2b827b7f1ab555914b006975c941e006b2f3d9ad61689e5f5b68d597102bc9,201,1,0,authentic-snail,Antarctica
c4d605256b4eda09383d4f08433402c469f15d50444522b518e58ecd2a8c47cf,203,1,7,piquant-stingray,South America
52f3bf8a3187c735d3436c0e6a8051922afa65ab3e6f7f140c64dab6019efdcb,200,14,7,granite-cobra,Antarctica
763b35785e35d4be0ec75225f71c14e327917af74e44ccaf1421d2bdec585c54,200,1,0,super-copperhead,Australia
05bb2931a81dc2d13a70d8f46aeb8123bea0bd8f94963c31c5a0732496993ef4,200,2,5,cobalt-porpoise,South America
26eec94c80ed45742cfccd90df9dbb5cf2d04d490b597132ce0274dfc44392a9,201,1,0,wandering-toad,Asia
e44d83e00ff67d304b7156f079344127a12c97b89c084da9062eeb583b804483,203,4,7,bouncy-stallion,Asia
e9f52495d7e2c8f6a1365f4344da4600c5cdccb2825562b1797a6d55fac01f5d,203,14,7,ancient-rat,Asia
c68ea172bdd8ae40faddb50d9b11d7c272b5e84508bba50fd3843cc64916df98,203,5,7,righteous-sawfish,Africa
58762399dac8cb74c56ac729272e4047a8b4cacad2be3229f915e3edf111c86f,203,4,7,divergent-jaybird,Australia
c0750ab24be10699cdbe2be787dcf4c1765a667877d5e63b01916be58b3b91af,202,2,0,pragmatic-bonobo,North America
a58fced8216d59777624a316fcb6cf022521286a0f8d38295e42fa8acf87026c,502,2,0,colorful-booby,Asia
15add4a258840e1f42347b2f8b68638fb621590f0baf353bd48e6234073a31ea,203,14,7,active-tuna,North America
bdb0907abacb9e2ae25d34b1ca1ea45b881a13c2c1c8172f0a9f9b3f38d8d80e,200,14,7,angelic-coucal,Antarctica
92452aa6205b689ef51e6e972e237a7d77dfb0d20c032d1e4f2c25ec6f46a4f3,200,2,0,olive-panda,South America
a8d7343b59ebc580b0cb5fec319053e70aa6b2d1c8b213770d28bf1c845110ef,200,14,7,peach-firefly,Antarctica
2cdf2e571c34d71273c325d25d33ac8e582a5a3858849f04755f765217a8177f,200,14,7,xanthic-toucanet,Africa
70626b387a7a6c501be7f9c33e8d6939f6656413631b45fd0365b2d69ae1c209,203,14,7,dancing-dachshund,South America
bafb19b80e112f22c5889bbdab9700e10ef5a6bf7bfd5034cf338f0144b48b95,203,2,7,malachite-albatross,North America
54a77317d80ee2146efb91bb658b0e6b32be2c59a2aba9ce807e349a29db6029,203,1,7,bald-weasel,Europe
d30169b2a0741f7f22d4196c55ecfaa600567c65ef81d58d400981dbaa8634e4,321,6,0,unique-starling,Africa
f309d6203e312f618806abda944cf665c894b2aebd5f629755116374c120ed36,312,2,0,towering-hornet,Africa
7af30afc6bb0419c43e8e44382d514cccd5e18178ff5556f9b8aa54bd3581ea7,516,1,6,mottled-echidna,Asia
94838f458b4bc3aa9d7ba23bf1ac8941b619512f677c153978ad4e22afd1fd3f,203,14,7,quizzical-dugong,Australia
7bd70966d8e4d4542fdce807274f4861b4e2208253232f53e6e0e7ace1bd47f9,203,1,7,imperial-seal,South America
7814c71821597ad66eb83ed0e829d2b00ddf419a411a712d52b6552b83a29589,204,3,7,realistic-muskox,Africa
128cf4d5028d60e13063493c42bf2f59a290bf6ee77cd4c6de48876ca48d6a82,200,4,7,imaginary-tarsier,Australia
c4a4419114d7a51a764a28759f3912b5da07557e137a2d9ff43a7cf082c57c3b,203,2,7,outstanding-buzzard,Asia
07ee425b886cc2c5e9c7b213a3875ac4cb9cbbb4b3b6ebd17cc893a6a6d89654,203,2,6,glistening-dalmatian,Antarctica
4dcc4f53b4b06eb47ac85eb683da73ea6617252891923d5c227402b5afa63050,203,7,7,illegal-yak,Antarctica
6978e4378072162b34836fe254127b9042712f8d1b74491a1914704281243707,203,14,7,foamy-dogfish,Africa
3ca0b4dbd418e3b0f128c51b3cde87cf8ca316e1154e7ea58562b7929d5f1910,203,10,0,aspiring-agama,Australia
83e2be5a5afab87ad840d85fc4d721fcb2b82cdaba522c731c652c28b0a4947e,203,1,6,competent-mussel,Europe
74a3ef0af604a46350a22198520fe114c41262220682e7c5ffd36a518f9b4160,323,1,0,energetic-lobster,Europe
d38380816cac82f2e4f7c3632ff1478bf578b2e9c373c09721686992c2b70bf7,203,14,7,perky-falcon,Australia
968010b60974857532d6f0e662917fb8440795971246a7b96f59e9b2622e9f47,203,4,7,hysterical-tamarin,North America
009f94cc1ec6bacc64a615745b0189597f8ed4169ad033bcbe3d02686b6798de,200,14,7,energetic-jellyfish,South America
caeb03e1a8d15598adde965ae1c530170bf8dc18e27b1f0e12daf8fd77a7596f,631,3,6,rampant-taipan,Africa
311b24aa530cefa00ee47fc6ae1cedee8c0806ec3d124ed362f5c31e6a35f8b6,203,5,7,banana-albatross,Asia
37b72187f9570cc5482104791fa1e558e3b30e8c1809e92a29726e3c585dd681,200,17,7,beneficial-numbat,Europe
f09a75b1552fde17fa7f0e2d735d4c03dc1a2c61c3b5c800eb1cc34b18f5fcf4,503,7,0,adventurous-lemur,North America
40cce06107ee8dd3956b5d36ea302cae7833ea4a87a6ae3a98fd1c2da12cd74a,203,14,7,hairy-magpie,South America
b349dc4854254c3bb57534e6c5a66a7890704fcccda497abfde821ebbbfc71bc,204,1,7,successful-skylark,Europe
fce165ac68e229a684438581c7eddd88b31ec6a6813c33e4f425c91f4ba360b2,203,4,0,quaint-swallow,Asia
4772641f101b4503096ec0c6b62d8619edd8e250cd7fb3df15ae7746a5b541e0,203,4,7,brawny-donkey,South America
2812f7f63a173db06b8cd98b6b5799f937194cb1a8907b0ef4daa8b58c96713c,204,1,6,hypersonic-dolphin,Europe
786b91e6228e112e25b2ec9ef1fa68ddd7f2ea0aa993e45509fb7f1016c6a193,503,2,0,daffodil-orca,Australia
f55ad55fd955e4e760211d4344737f6de1b87722012ec4bea6559fccc418ff04,203,4,7,horned-oyster,Australia
5263f085fdcf0a4f8dc6be8cc3e3eaf7ee79bb259e73cedf2931b39e719c01ce,203,14,7,malachite-wrasse,Africa
d81d3892a19cdcb30d33afe85fdeb21fc8b27a1e14b1c22b8642141053b81944,203,14,7,meaty-agouti,Australia
0f82c27f11a114ebb9fd6c0447d1ccb9c616fa48ecfb66cd31effbe975600c0c,203,1,7,lemon-zebu,Australia
fbed2ac764d416a5da105aef8387632f27406f13370dee6ecb6c06bc9a9f7a46,200,14,7,magnetic-pogona,North America
683685d1cfdcffffa8709bad66312ded120734cb9bd8438a70e3366c125edd46,203,3,7,wooden-jaybird,Australia
7fb7261ca5ef48457f6c2473651c159bf71355c481bb3a058834e164059da855,200,14,7,uncovered-buffalo,South America
1f8e6be1ffb51542016459264e33917a683a2cd641c249a3455305ee9a3134c3,203,14,7,snobbish-polecat,Europe
633ce108017e2e0bb4c2ed33860a6858fc2988f5c4eb6eff0c0e924439fdca71,200,14,7,rare-honeybee,Antarctica
e392b75e0fbd712a6416bfd23bd308b398e7cc836621821712159260b0b76825,203,14,7,meteoric-moose,Antarctica
729c2efde0aafbce7926798e05ee3f54fe6323719e94ad98772fd3372cd26be2,201,3,0,spectral-worm,South America
bffd37bcc0ea07390af905d665e6c4c3a258314cc3cc30c5c59847da495846dc,200,14,7,tall-frog,South America
6ad0fe66ac721ec4be0bf4856fe0fa6369397d4f01039dbe7ba3d3fbe1ddd2eb,201,13,0,pristine-parrot,North America
7f41ecd33672b4b29bd1a4b4ea9bbc438253d4c2378542c8298a1fe1469db86a,200,7,7,jasper-robin,Africa
12493c7ddcd28a6cddbcf038f7caf3ece15ccbaeab66777fa80e2d30063b0eda,202,1,7,courageous-gecko,Antarctica
3a7e532d8a592b3f399eec82c30d9af4c99fb7e6243fd82b0c26efa4ae04323d,200,1,7,purple-ammonite,Europe
e2f77e574bb514e6c0de06101ccd9a74b20fb334035871f30b7ccd3f878fa160,203,3,7,fearless-worm,Antarctica
5e5e79222ba153422635af8137e75d27c8321493cf8db5f8f8e4766193912267,200,3,7,macho-dragon,Europe
0aca1ba042e7ccc0d4352f7811a2bad46f62fc5433f83489dc29335e50fff254,203,14,7,ambrosial-zebu,Africa
04390d5328d80aba98c3b085f96c01981ae93e5eee734d27ce53b579ed51a226,200,1,0,neat-aardwark,Europe
142f98a0210542828529803a298488a56528bdcdd9de5112536c45e9269bcd57,202,1,0,attentive-tuatara,South America
0c24760b2d6f5a1b651bc299772e7208f3e10077e473e9b98943eb349b6a1bd9,204,14,7,impossible-perch,Europe
00f305a226b830726ea6d69cb6167e11138daed0d0abc67608371dbf71cab9a0,201,1,7,camouflaged-pig,Australia
911b1566cca8ac8ffbf504826522ea4b15daf811a513ef7595b4bd1a44d82001,200,2,0,literate-bittern,Australia
ae8c1d7f5c2c57ffeaf243c37c38d0ef9206c2e2fc3c932a820290190b0c2aa9,204,1,7,hissing-bison,South America
0e71e07c2f82017836ba42a8c9d84dd2b236a17f50fd1fd86b1b20ab46be065e,204,3,6,stereotyped-shellfish,Australia
6ed130226d083a0ce43ae8809ca8693f23bec319b64fd4cbdc2495851bc363da,204,1,7,golden-saluki,Africa
3faee68416a53f9c372df1981b0d5ee0f20d2dd9a10492eff1d7c38d2a17ff10,203,14,7,fabulous-barracuda,Asia
8f3b8bb1d60cc13a686beb12ff87315f048aff1491e0c940304b34846d4c1a0e,203,2,7,benevolent-peacock,North America
949c716196f7d1ee9bbafc5d9cfc688eccb2ff12df74bbfe7372c2d3854adb81,202,3,7,simple-dalmatian,North America
7892c6e94f0c6929d8af6a152a050cb398c7b3d6a8e8e7e4664aafbbeb838672,10312,1,6,determined-gaur,Europe
779ed2265b01e7e59da2414c944f03b0f7ab7d579bc0234b8dc73aaa3e0528e0,201,1,0,wondrous-cicada,Australia
ecba1218fc02b67928fada7e5f39cec553605435df6b44787efdba31cc608286,200,2,7,acoustic-chamois,Africa
65be93cb8b8fc03d166058c1a1075f39863d6d78af138b63507a5ecd5bfa6947,204,3,7,agile-bulldog,North America
060624d5cf20466958297fe885f3e259b9c3fec2f3e8e5cc0238bacdebcdc891,202,6,0,gregarious-cassowary,South America
fedf5d50264271e7c07dd34c93cf0e5fb0667b4e367dca741d692a0247fbe80e,201,1,7,mottled-sambar,Asia
2f66b3e6afa85c0646914634305b776ff138f1d2098859fb07e1319e404bc870,204,1,6,auspicious-honeybee,Europe
12b6e0dac7e2a1fb94c24280d51444d0e007e9793b18fa263e6f7018ddb93d76,202,10,0,malachite-goldfish,Asia
487241c8c8023b1826fb70a80055ecc48813a8777b10d2b848334aa1d7453e84,202,2,7,natural-cuscus,Asia
76dcb09b8e0b4cc4f784f023c0d9d2e5b6bff780f9b019a2c9d1493894dcb999,201,1,0,fair-dingo,Africa
cab7e9a515681a460f9c43105a2baa35be293c43ef0fe2aa81c1cc84479de7df,201,3,7,bipedal-bullfinch,North America
a5a96679e95be6c25cff33039108618120ae3af4c30489c103b3ddf4779f05f5,702,2,6,benign-coot,Africa
cdd86649932e08c9d2ba5524219e65f7793806a2e04663c2bf50798b59e77a9a,200,2,6,striped-skunk,Australia
373adfd78cc0c6bae8108eb122ae1ef9caf95287f82c1184ad2680bf36f04aa3,515,1,0,sassy-mushroom,South America
7e361f3e991f17a632ae6e53b3f117a86dbe7fbc19745cfb80359237ecd1b7bf,200,2,0,solid-guan,North America
f991a2d839a9f58ee3b55272ca677eb04ead9bfd38ccc00db85b5e2f8dbc3edd,204,7,7,super-ant,North America
bcef3b41d24a3012638204c2d5bbcecc3e14684d1b06ae1efe95b68754d5ce26,204,1,7,deft-tuatara,North America
b8f9f2cd8fdcb951f4c095d8f88e5d2b42d311419a95f4cc0a8e8bd4377a838a,204,3,7,airborne-leopard,South America
07d6c9addd5e0464558e34d9492dae61afa53300e4a219604887df851256e16b,200,11,0,sturdy-chameleon,North America
583c2a54bfaa1b33bc9e90b95de3d488037236a092ac42e2e6ff2d0ac2adc12c,200,7,0,thundering-jellyfish,Africa
261843456134f686d1491ccfff745578383ec0106a527bd6743ae0dd75a701e0,200,4,0,deft-eagle,Africa
55a3742aa54e48f651a1ddc1913fb859e0c9bceb3f664d0b3d42963c4c2a5e5b,203,1,7,spirited-butterfly,Antarctica
109134e7b3b972b731f737a9437d0b05df86931a035fb3a2cc9a6056b18236b4,203,14,7,incredible-peccary,South America
076eeec9f3d6b992c35ae1f5c15066c72626599c7bdf56f94629165e4dc2e386,203,1,7,cryptic-saluki,Antarctica
26d39794373266099ddfece2c87b0753907a8c5ebde04d1bebc07bd35bf34e06,203,1,7,active-mule,Antarctica
dd90fdd3ac5cce0d34857bbd480d4f814f590183283afbf2ccf16bd39c975394,201,1,0,vigorous-eel,Europe
0f42c62f1df69977b7055c7811a83241a076721c7611269fcde8fed47a48a5dd,201,1,7,horned-hedgehog,Europe
b7108b4935fb44b266adac936841b174482716bd1382d0a0b919f6cee8e2fba3,509,1,0,cyan-llama,North America
cab5803eaa2404f293cc868895662a055581ab67ac2ccdde8781ae0e0c0674ba,200,14,7,glaring-panda,Australia
6ff4cb227902e56d0526cf4690aa2b6a622a5382d929c936affb9519e60bed3a,551,1,7,amethyst-jerboa,Australia
255ddbcdfeafdb589d91a1f2a8b635edc175586c7c9729996782c90ebf7c0865,200,14,7,armored-limpet,Australia
d72626803e618964ec7c28e4089fc83523c2fda2d7468e6f591e6fb510311c61,201,3,0,banana-starling,Africa
ed1e293a18f1dde83c6ac0fcea4afdec96f85fb78d99f483b35aa375083dc9f2,204,6,6,masked-chameleon,South America
458c60a63d0ac83237efaa97ff3da6f9622a310a6c952d3874505c3c354e3df5,204,8,0,tiny-bullfinch,Australia
62cba4a861e38b7b03a5f446d5e31173d21365e5531451862b363b0ca0b444ae,204,6,7,conscious-loon,Africa
93d39c69d3a9346a89dc61a9e153cb5696ef17e27ff2b9fdc0e61c60a3cebef5,621,1,0,mini-waxbill,South America
761065c74d5f26afccc5be40741f44093dba1dafa9775fc5e9316a0ee06b8a37,204,3,0,towering-partridge,Europe
8b96559ccdde0a593a213cacf2f77d460d171a8db532c7649fcc671823eff740,204,1,7,loutish-turaco,Antarctica
166c6333a79e403d9cc7f7b09571d4b69215e3f570ca62cfd0219af0d0dc0391,203,1,0,elegant-pigeon,South America
bc4867d66becaf220af983e40d0c2889c426121bd4487aa7a0c67e96c60ef565,200,1,4,hot-kakapo,Asia
c204fc3573d9646d16c3d3ffaac0ddbf4b34da4a85cf7e578349f5dd73b33e5b,203,3,0,resolute-bear,Africa
66f3814beec57069898f672a73260002053e960bf26bfcb92bf73706597ccade,202,4,0,nice-gibbon,South America
16c9d7394f67dcd447db8b5453186790b2be54b73991d36c4a52af7aeb137a53,200,2,7,cobalt-coot,Antarctica
60eaa995208fb3488a82efb7e4184ba8084903bbca672fe3694870feb9ce3224,200,14,7,esoteric-dolphin,Africa
f808b4390525178451834cfac50ffb181f61f54c0d587b4af2f6aa08aac1538f,203,1,7,ultra-auk,Australia
d12992daadd9952cd34983dcea9cbe9c09101e235f6a5ba0183119b320130e9a,203,9,7,tacky-wrasse,Australia
ab5766123f1391132d1748d0bbe79ddfc972794c6dda25e27885dc8a573032f8,202,17,0,lively-cuttlefish,Australia
a4b12131d762ea70a6352b1f1cb3c4dce084f636bbd4c6f4160ee86c28c07b43,200,1,7,handsome-copperhead,Europe
8b3ce9188d5aee2e2000cc4075d4c249c34025635ac2bc716927f248eff139c3,200,3,0,puzzling-porcupine,Antarctica
92f85b850164c523e439009370a48091ac5de41320c3632207a7d26552d95c2c,201,1,0,chocolate-rottweiler,Europe
885ef1f4091c6278a53a0b5bc088c0ef3db52b1d05b41c687b39c2dc0592fadb,201,3,0,olivine-petrel,North America
7231f482d9ca0e9750a91efbe2db13aa83076984ccf7e745c0d4dcadbae402d2,,,0,russet-parakeet,South America
f6278930524433dc3d89322aec1ac04fe37bb0b4ef00730ce0ca9c955b2f9f18,200,1,7,platinum-kingfisher,Asia
db7943b76537bee929cafc1f5d9b0bd8d89bfc5483952dee281f0bf6f3995b36,,,0,congenial-galago,South America
3c78f6dac9f5b5cc26c96e8b2f7fe399156ce1f6a8234e16274191ce985d494f,201,1,0,jumping-skylark,South America
f8ba9568185e0c7703a58cb9e4b7d14ee86ce36918feb2bb135105ec14513ad7,200,1,0,tiny-penguin,Europe
f9b8067d3073657d949a91ff5a3a233060d4e1ad103dca8af0e38023f00f066e,632,5,6,eminent-snake,Australia
09942c2c38b1b7a66a3c147069dd7acb8cc305c4afb2a778ed659cf885a77546,200,14,7,determined-monkey,North America
8187d2493667537498d30ca92fe253e2616c5f2d689fce41407f5beed8850bfd,201,1,7,grinning-giraffe,North America
564a23d0385e327ad33d3f0701766c5da94fc327154f77d841c6e1a8dc1982f8,203,17,7,blond-carp,Europe
40d929f80d090272f1416b622bc323cd433277cfa7c90d502cc3d331cf9ab55f,203,1,7,kind-jellyfish,South America
6202394f37eaba7708eb5a0c6a29d6b7bbd5c24fe53386876f6129f811c6e847,201,3,0,independent-marten,South America
9748bba69874fbd8dfadb7f8f515e929250cf8986bfef200ae5a476685314b82,202,1,7,feathered-alligator,North America
28ac386a9a53672c6a771bee06924523ce0e2da8b6317536313692d170aa2fdb,200,1,7,sexy-whippet,South America
08bfdbead421ae4286bf241871ff41e7e77b80e62274da6c639da0c6c67dd5fa,201,2,7,flawless-platypus,Antarctica
a159acced23915dea0753089bcb1ce12d485f87352654caad052b20fe5ff3222,201,5,0,psychedelic-rooster,Europe
6d533446b351babe7554f60a382cc67ab749c8412fbbfc83c4ab439735ec385f,200,14,7,woodoo-moose,North America
c564109fa340ce7d91dd9b24dc167b3c0ebab3377f6a95b0bcab0e0def5af1b3,202,1,0,dandelion-herring,Antarctica
34f981ea20ca011f8a20b97234d7964dc70aa6b546c5eba17a13abb74f85186a,201,2,0,tunneling-vole,Asia
4eb9d768a6cfea1871d0fb32dc89e66ced43db7bffaec7c6fc0cf03bc2e70b59,203,14,7,myrtle-mosquito,Antarctica
0788404dc6de6b88c3ad29014bdd7e5a46f8dfc2fef6e570c6da90d9eafa0080,200,3,0,calm-kiwi,Africa
886f1ac2f5ef0479a80b3089f8efba266c2770939f5e00a350aaa27be5328d28,203,1,7,daffodil-rhino,North America
34c77bd16d70bd24fa5fafa88b24e002a692322647564c4ce6cdd2c3d2027fe0,203,1,0,beige-rat,Australia
929169a85e0c3d62cdec0138026647c16ae09d423f202167f04b625ac148da7e,201,1,0,valiant-tapir,Europe
